Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2014,South America,Red,Petrol,Automatic,4.8,44462,95889,9728,High
M5,2015,Africa,Grey,Petrol,Manual,3.3,112742,46454,7189,High
X3,2020,North America,Silver,Electric,Manual,2.1,83114,75561,9617,High
M3,2021,Asia,Grey,Petrol,Manual,2.5,103796,88536,9051,High
M3,2019,South America,Blue,Electric,Automatic,1.8,167264,67210,5814,Low
X6,2019,Africa,Black,Petrol,Manual,3.3,127803,44439,5971,Low
i3,2021,Africa,Blue,Petrol,Manual,2.7,98203,101996,2319,Low
X3,2020,Africa,Black,Diesel,Manual,2.6,111504,73443,3278,Low
X1,2016,Middle East,Grey,Diesel,Automatic,2.3,154360,51369,873,Low
M3,2019,Middle East,Silver,Electric,Automatic,4.3,38253,35408,4391,Low
X1,2014,Europe,Red,Diesel,Manual,3.9,61456,86697,8850,High
M3,2017,Middle East,Blue,Electric,Manual,3.6,151855,109189,2355,Low
X1,2021,Europe,Grey,Petrol,Manual,3.8,168349,71323,5321,Low
i3,2015,Europe,Blue,Electric,Manual,3.8,151315,69265,7449,High
M3,2014,North America,White,Electric,Automatic,4.1,5645,56426,662,Low
X6,2020,Africa,Red,Diesel,Automatic,1.9,161532,76582,7584,High
i8,2020,Asia,Black,Diesel,Manual,3.8,12690,47484,8375,High
i8,2024,South America,Red,Hybrid,Manual,1.6,128436,41808,9856,High
X1,2023,South America,Grey,Hybrid,Manual,3.5,119801,76627,8224,High
X3,2018,Europe,White,Diesel,Manual,2.3,104669,36425,9091,High
M3,2017,Europe,Black,Hybrid,Automatic,2.9,26677,100905,7322,High
i3,2018,Asia,White,Petrol,Automatic,3.5,185190,76968,158,Low
X1,2014,South America,Grey,Hybrid,Automatic,2.2,102932,82987,8171,High
i8,2020,South America,Silver,Electric,Automatic,4.4,98631,70446,6990,Low
X5,2024,Middle East,White,Diesel,Manual,4.5,31697,90872,6154,Low
i8,2017,Asia,Blue,Hybrid,Automatic,3.7,86341,79315,1342,Low
X6,2016,North America,White,Diesel,Automatic,4.3,139894,111521,8482,High
M5,2020,North America,Blue,Diesel,Automatic,2.3,28934,64804,6200,Low
M5,2017,Asia,White,Diesel,Automatic,4.3,136568,57919,4639,Low
X5,2020,Asia,Silver,Diesel,Automatic,2.0,9618,64297,8497,High
X5,2023,Africa,Red,Petrol,Manual,4.9,188189,119455,5897,Low
M3,2019,Europe,White,Electric,Manual,4.2,7694,54257,3108,Low
X1,2016,Africa,Red,Diesel,Automatic,4.1,5916,42215,8878,High
X6,2021,South America,Black,Petrol,Automatic,3.4,193184,39297,1671,Low
X5,2018,Asia,Blue,Hybrid,Manual,3.8,122662,41428,905,Low
X1,2014,North America,Silver,Petrol,Automatic,3.6,54781,79403,7120,High
M5,2024,Middle East,Black,Electric,Automatic,3.3,140991,85851,8628,High
X6,2016,Africa,Grey,Electric,Automatic,1.5,131172,113595,349,Low
X6,2016,North America,Red,Petrol,Automatic,3.9,64118,50580,6819,Low
M5,2019,Europe,Silver,Electric,Automatic,2.2,20777,90235,8973,High
i8,2017,Middle East,White,Petrol,Manual,2.2,23375,52701,2800,Low
i8,2019,Africa,White,Diesel,Manual,3.2,36233,41049,3293,Low
M5,2014,South America,Grey,Electric,Manual,2.2,192509,103836,1856,Low
M3,2014,North America,Blue,Electric,Automatic,4.6,55013,53061,1843,Low
i3,2015,North America,Red,Hybrid,Manual,4.1,42254,80978,4197,Low
M3,2024,Asia,Red,Electric,Automatic,2.1,91054,71064,5517,Low
X6,2022,Africa,Blue,Diesel,Manual,3.2,12688,78200,7384,High
i3,2021,Asia,Silver,Diesel,Automatic,5.0,73171,103926,7982,High
X3,2020,South America,White,Petrol,Automatic,1.9,77104,77167,6264,Low
i3,2020,Europe,Black,Hybrid,Manual,4.3,5899,75286,8259,High
M3,2014,Africa,Red,Hybrid,Manual,2.6,134809,36344,4006,Low
M3,2019,South America,Grey,Diesel,Manual,5.0,42863,92271,1219,Low
i8,2022,Africa,White,Petrol,Manual,3.5,76120,113941,5947,Low
X6,2019,Europe,Red,Electric,Automatic,4.0,197045,67558,7863,High
i8,2015,North America,Black,Electric,Manual,3.9,167618,67293,8360,High
X3,2023,Europe,Blue,Electric,Automatic,2.9,148724,31333,2026,Low
i8,2015,Asia,Red,Hybrid,Automatic,2.9,18041,38916,5727,Low
i3,2017,Middle East,White,Petrol,Manual,2.0,197751,45836,6035,Low
X1,2020,South America,Grey,Petrol,Manual,3.1,192283,101341,3519,Low
M5,2018,Asia,Silver,Hybrid,Manual,2.7,41378,103050,6990,Low
X6,2019,Europe,Silver,Petrol,Automatic,2.0,199663,101299,3158,Low
i8,2023,Africa,Black,Petrol,Automatic,2.1,132190,117751,1748,Low
X3,2022,Middle East,White,Petrol,Automatic,3.8,104622,66846,3724,Low
X1,2019,Europe,Red,Petrol,Manual,3.0,152196,58549,2832,Low
X5,2015,Europe,Blue,Diesel,Manual,4.9,96804,53290,1136,Low
i8,2015,Middle East,White,Hybrid,Manual,4.4,182901,117361,6145,Low
M5,2015,Middle East,Red,Diesel,Automatic,3.2,152810,63804,3905,Low
M3,2015,Africa,Silver,Hybrid,Manual,1.5,87108,47373,7785,High
i3,2019,Africa,Silver,Petrol,Automatic,2.4,18528,102390,8903,High
i8,2016,Middle East,Silver,Petrol,Manual,2.9,1342,109521,5143,Low
i8,2021,Europe,Blue,Electric,Automatic,2.6,190591,107146,9703,High
X3,2023,North America,Grey,Electric,Manual,4.7,187228,35031,6689,Low
X5,2015,Middle East,Silver,Electric,Manual,2.8,130449,37375,2434,Low
X1,2016,South America,Silver,Electric,Manual,4.3,195494,38280,3886,Low
X1,2017,Europe,Black,Electric,Automatic,1.8,22112,70070,8216,High
X3,2014,South America,Silver,Hybrid,Manual,2.4,128960,92143,2098,Low
X6,2018,Asia,Blue,Diesel,Manual,1.7,106861,92184,2346,Low
X5,2019,Europe,Red,Diesel,Manual,2.8,104995,117761,9322,High
X5,2014,North America,Grey,Petrol,Manual,2.4,102554,35251,9201,High
X6,2016,Africa,Red,Petrol,Manual,2.8,16431,71421,3034,Low
X1,2020,Asia,Red,Hybrid,Automatic,3.5,145574,42660,8311,High
i8,2024,Middle East,Black,Hybrid,Automatic,3.6,104869,86853,9041,High
M5,2018,Africa,Silver,Diesel,Manual,4.6,50627,36677,4793,Low
X3,2022,Europe,White,Electric,Manual,4.5,92127,118016,3291,Low
i3,2015,Africa,Silver,Hybrid,Manual,2.5,158585,64285,7471,High
M3,2024,Asia,Blue,Hybrid,Automatic,2.7,123301,93225,7180,High
X6,2019,Asia,White,Electric,Manual,3.0,78522,51653,6751,Low
X3,2017,Middle East,Black,Petrol,Automatic,1.5,125615,104779,7031,High
X5,2016,Asia,Red,Electric,Automatic,2.9,174536,88991,8118,High
X5,2021,South America,Grey,Electric,Manual,3.9,196894,50831,8130,High
i3,2014,Africa,White,Hybrid,Manual,1.5,34742,51517,1235,Low
X1,2020,South America,White,Petrol,Automatic,3.0,128169,84732,3173,Low
i8,2023,Middle East,Grey,Petrol,Automatic,3.1,83621,47346,923,Low
X3,2014,Europe,Red,Electric,Manual,3.7,71007,93756,1264,Low
X1,2020,Middle East,Blue,Hybrid,Manual,2.1,136086,111122,989,Low
M5,2021,Africa,Grey,Hybrid,Automatic,3.6,184662,32481,2429,Low
i8,2022,Asia,Black,Hybrid,Manual,1.6,189822,113011,9303,High
X1,2021,Asia,Silver,Diesel,Manual,4.2,107417,37783,9342,High
X1,2022,Asia,Grey,Hybrid,Manual,1.7,106279,101662,3213,Low
X3,2014,North America,Blue,Petrol,Automatic,4.7,42417,70038,9702,High
i8,2022,Europe,Blue,Petrol,Automatic,2.2,92698,33949,9862,High
X1,2017,Europe,Black,Petrol,Manual,2.6,12587,102007,2117,Low
X3,2015,North America,Grey,Electric,Automatic,2.7,172746,115800,4418,Low
i3,2020,Africa,Blue,Diesel,Manual,1.6,144593,76995,2366,Low
X1,2016,North America,Blue,Electric,Automatic,4.9,159787,79240,3315,Low
X6,2023,Europe,White,Petrol,Automatic,3.7,75103,101470,615,Low
M5,2022,South America,Blue,Hybrid,Automatic,1.7,149717,83241,7215,High
X1,2015,North America,Blue,Diesel,Automatic,3.4,1685,35124,2753,Low
X3,2024,Africa,Blue,Hybrid,Manual,2.5,15343,33035,578,Low
X3,2021,South America,Red,Diesel,Manual,3.7,85938,60632,8600,High
X1,2024,North America,Red,Diesel,Automatic,3.6,185749,91591,7600,High
i8,2019,Asia,Red,Hybrid,Automatic,4.4,70193,100368,3961,Low
i8,2018,South America,Silver,Hybrid,Automatic,2.5,115964,55580,4907,Low
X5,2020,Europe,Blue,Diesel,Manual,3.5,153525,43549,9215,High
M5,2019,South America,Red,Electric,Automatic,4.2,169954,100170,746,Low
i8,2017,South America,Black,Diesel,Automatic,4.1,84925,83494,7092,High
X1,2016,Asia,Black,Petrol,Automatic,4.8,11620,35249,8343,High
M5,2015,Europe,White,Hybrid,Automatic,2.8,162725,118100,8963,High
X1,2017,Europe,Blue,Diesel,Automatic,3.4,44584,67575,2091,Low
i3,2019,North America,Red,Diesel,Manual,1.6,137922,95995,9444,High
i8,2022,North America,Blue,Hybrid,Automatic,4.1,156033,86495,7531,High
M3,2019,South America,Silver,Diesel,Automatic,4.7,34106,54238,8874,High
X6,2018,Europe,Grey,Electric,Manual,3.1,8380,69811,7446,High
i3,2014,Middle East,Silver,Petrol,Automatic,2.9,50420,59406,3531,Low
i8,2015,Africa,Grey,Petrol,Automatic,3.7,147320,83411,9720,High
M5,2019,Middle East,Blue,Hybrid,Automatic,2.8,158439,62133,7930,High
i3,2018,North America,Red,Petrol,Manual,1.6,183134,47894,6636,Low
X1,2015,Middle East,Silver,Hybrid,Automatic,3.0,73872,111950,4674,Low
i8,2016,North America,Blue,Electric,Manual,3.2,48697,50905,856,Low
X6,2014,Europe,Blue,Hybrid,Automatic,4.4,113352,115423,2490,Low
X1,2018,Europe,Black,Electric,Automatic,3.0,42316,54119,5838,Low
i8,2014,Asia,Silver,Hybrid,Automatic,3.1,127971,58007,5549,Low
i3,2020,Europe,Red,Diesel,Manual,2.3,72761,45316,2992,Low
M5,2019,North America,White,Diesel,Automatic,1.8,96003,54772,9434,High
X6,2015,North America,Grey,Hybrid,Automatic,2.6,57791,112871,6103,Low
i3,2016,North America,Silver,Diesel,Manual,1.5,131796,48100,3381,Low
X6,2021,South America,Grey,Diesel,Automatic,2.3,41762,62708,9417,High
M5,2021,South America,Black,Diesel,Automatic,2.3,146074,31272,4709,Low
M5,2022,South America,Black,Diesel,Manual,1.9,106182,50283,8366,High
X1,2024,Middle East,Blue,Petrol,Manual,3.7,21985,84303,8760,High
M3,2020,South America,Red,Diesel,Manual,1.7,153709,97374,3164,Low
X6,2017,Middle East,Black,Hybrid,Manual,1.7,69688,68616,8454,High
M5,2021,Europe,Grey,Electric,Manual,2.3,77499,59951,3632,Low
M3,2016,Middle East,White,Electric,Manual,4.8,45168,64876,4178,Low
X6,2021,South America,Silver,Electric,Manual,3.5,103474,74171,942,Low
M5,2023,South America,Black,Electric,Automatic,2.0,93786,105371,5112,Low
X5,2014,Asia,White,Electric,Manual,5.0,119276,118803,8846,High
M3,2014,Europe,Red,Electric,Automatic,2.9,133807,39963,3751,Low
M3,2020,Europe,White,Electric,Manual,1.7,86072,95875,7171,High
X3,2014,Middle East,Red,Hybrid,Automatic,3.5,149739,91372,2519,Low
X5,2020,Europe,Red,Electric,Automatic,3.8,133972,37941,1501,Low
X5,2017,North America,Red,Petrol,Manual,4.1,93045,111570,5372,Low
X1,2016,Europe,Blue,Electric,Manual,1.9,31521,74829,9327,High
M3,2023,South America,Red,Hybrid,Automatic,4.3,39420,95807,4235,Low
X3,2014,Middle East,Grey,Diesel,Automatic,2.0,139028,93445,275,Low
X1,2021,Africa,Red,Diesel,Automatic,4.6,12689,63897,1864,Low
X6,2021,North America,Red,Diesel,Automatic,3.0,25551,97014,7694,High
X3,2024,Europe,Blue,Hybrid,Manual,1.5,35277,62142,848,Low
i8,2020,Africa,Silver,Diesel,Automatic,4.3,96096,57777,4495,Low
X5,2018,Middle East,Silver,Diesel,Automatic,2.1,149254,109118,3776,Low
X1,2017,Europe,White,Petrol,Manual,4.7,43795,85035,1746,Low
X3,2018,Africa,Blue,Hybrid,Automatic,3.1,189315,69770,8383,High
M5,2020,Middle East,Grey,Petrol,Manual,4.3,144133,110214,7835,High
i3,2019,North America,Red,Diesel,Manual,1.5,18789,108354,8851,High
X5,2014,North America,Blue,Diesel,Automatic,3.5,173794,91977,4695,Low
i3,2022,North America,Red,Hybrid,Automatic,2.3,66688,40720,1884,Low
M3,2022,North America,Grey,Petrol,Manual,3.6,134459,58482,1225,Low
M3,2022,Europe,Red,Electric,Automatic,2.8,63824,91773,9633,High
X6,2015,Asia,Grey,Electric,Automatic,3.5,157783,33943,895,Low
X1,2018,Africa,Red,Petrol,Manual,3.1,175995,77722,1597,Low
i3,2019,Middle East,Red,Hybrid,Automatic,3.6,98969,99729,9459,High
i3,2018,Africa,Black,Hybrid,Manual,1.8,13967,75681,938,Low
i3,2018,Europe,White,Hybrid,Manual,3.2,66979,46587,9733,High
X3,2014,Middle East,Black,Hybrid,Manual,4.7,57610,99323,8335,High
X3,2022,Europe,Red,Petrol,Manual,2.6,121516,48529,6792,Low
X6,2021,Middle East,Grey,Hybrid,Automatic,3.2,166576,104420,1400,Low
i3,2018,Asia,Grey,Hybrid,Automatic,4.8,178996,87609,7792,High
X3,2018,Middle East,Blue,Electric,Manual,3.3,158058,85201,659,Low
X5,2021,Middle East,Silver,Diesel,Manual,2.7,9336,90972,667,Low
X1,2023,Europe,Black,Electric,Manual,4.2,75962,101817,6099,Low
X1,2014,North America,Blue,Petrol,Manual,4.2,38591,119582,4123,Low
i8,2022,Europe,White,Petrol,Automatic,3.7,86321,77408,6798,Low
i8,2018,Middle East,Red,Hybrid,Automatic,3.1,20713,113552,1771,Low
X5,2024,Asia,Red,Diesel,Manual,3.1,50182,108281,7223,High
X5,2024,Europe,Black,Petrol,Manual,4.7,197230,44139,2863,Low
X3,2014,Africa,Blue,Diesel,Automatic,1.6,37540,67585,3575,Low
X6,2017,Asia,Grey,Electric,Manual,1.9,136457,116301,7240,High
i3,2017,Europe,Red,Diesel,Manual,3.1,83798,104516,7757,High
X1,2015,Asia,Blue,Electric,Manual,2.4,89041,83788,1141,Low
i3,2017,South America,Black,Electric,Manual,2.0,153461,72128,1907,Low
M3,2021,Middle East,Black,Hybrid,Manual,1.9,46657,30063,4819,Low
i8,2021,South America,White,Hybrid,Manual,4.0,150383,40374,2975,Low
M5,2022,Europe,White,Electric,Automatic,3.2,116833,43575,1456,Low
X5,2022,Africa,Red,Hybrid,Automatic,2.4,90344,69666,9858,High
X5,2019,North America,Grey,Diesel,Manual,3.8,98404,40092,4359,Low
X6,2018,South America,Red,Hybrid,Automatic,2.3,120600,119668,1299,Low
i3,2023,Asia,White,Diesel,Automatic,4.2,130875,115822,7700,High
X3,2017,South America,Grey,Electric,Manual,3.2,41697,63224,9736,High
M5,2021,Europe,Red,Petrol,Manual,4.4,4862,94668,8378,High
X1,2018,Middle East,Silver,Petrol,Manual,4.6,71465,93340,5438,Low
i3,2022,Europe,Grey,Diesel,Manual,3.9,162463,117802,3052,Low
X5,2021,Asia,Black,Hybrid,Manual,4.2,64007,73837,2549,Low
i8,2024,Africa,Blue,Electric,Manual,1.6,68224,75386,9589,High
i8,2024,Africa,Blue,Electric,Automatic,3.1,123793,96224,2141,Low
M5,2014,Africa,White,Hybrid,Manual,2.9,64915,51876,3927,Low
M5,2015,Europe,Red,Petrol,Manual,2.1,180337,34986,1664,Low
X3,2018,Europe,Black,Electric,Manual,3.3,13533,76898,2390,Low
X1,2019,Asia,Red,Diesel,Manual,3.1,111716,114220,6946,Low
M5,2016,Europe,Silver,Electric,Automatic,4.0,192525,48169,5038,Low
M5,2014,Asia,Black,Electric,Automatic,2.3,25311,39716,4515,Low
X1,2021,Africa,Black,Petrol,Manual,3.5,135596,41358,6561,Low
M3,2016,Africa,Silver,Electric,Manual,4.5,29123,110051,3838,Low
i3,2019,Asia,Silver,Petrol,Manual,4.4,154736,61148,1818,Low
X1,2022,Middle East,Grey,Electric,Automatic,4.4,155975,74197,672,Low
M3,2016,Europe,Grey,Hybrid,Manual,4.6,99941,114111,5283,Low
X5,2014,North America,Red,Electric,Manual,1.7,69832,96546,2378,Low
X6,2023,Middle East,Red,Electric,Manual,3.0,156601,65829,4684,Low
X5,2018,North America,White,Electric,Manual,4.6,47246,83560,9174,High
i8,2014,Africa,Silver,Electric,Automatic,4.5,19334,62146,4127,Low
X5,2016,Europe,Blue,Hybrid,Manual,3.2,101686,64981,1287,Low
M3,2018,Middle East,Silver,Diesel,Automatic,2.9,26558,99759,6538,Low
i8,2020,North America,Silver,Hybrid,Automatic,3.8,42204,93715,1050,Low
M3,2019,Asia,Grey,Electric,Manual,1.6,165452,42051,697,Low
X6,2022,South America,Black,Petrol,Manual,2.5,68663,48819,9946,High
X6,2023,South America,Black,Electric,Manual,1.6,55017,69155,9416,High
X1,2014,North America,Silver,Hybrid,Manual,2.4,67444,106900,2487,Low
M3,2022,Africa,White,Hybrid,Manual,3.1,177036,104443,2576,Low
M3,2016,Europe,White,Electric,Automatic,3.4,112797,70976,9301,High
M3,2023,North America,Silver,Electric,Manual,1.8,74970,89496,6543,Low
M5,2023,Europe,Blue,Hybrid,Automatic,1.8,52742,35519,8806,High
X3,2016,North America,Red,Diesel,Automatic,2.5,60038,69887,375,Low
M5,2017,Middle East,Silver,Electric,Automatic,3.9,46690,108946,7117,High
X5,2022,South America,White,Hybrid,Manual,1.7,32276,52903,9176,High
X1,2015,South America,White,Petrol,Automatic,2.7,46609,81582,2561,Low
i3,2017,South America,Grey,Diesel,Manual,4.0,147133,74735,9608,High
M5,2019,Middle East,Red,Petrol,Manual,4.8,6026,108053,2724,Low
M5,2019,Africa,Blue,Electric,Manual,3.6,60816,41040,9737,High
i8,2017,Asia,Black,Diesel,Manual,4.1,176907,51997,8768,High
i3,2014,Middle East,Black,Diesel,Automatic,4.7,54487,85275,9081,High
M3,2020,Middle East,Black,Hybrid,Manual,3.4,119838,51203,3883,Low
M5,2020,South America,Grey,Petrol,Automatic,4.5,48100,36007,2951,Low
X6,2022,South America,Red,Diesel,Manual,3.1,175287,35222,7710,High
M5,2023,North America,Black,Petrol,Automatic,2.0,17284,39206,8521,High
i8,2024,Europe,Red,Petrol,Manual,3.4,124534,109439,3554,Low
i3,2019,Africa,White,Petrol,Manual,3.8,101960,44183,8634,High
M5,2017,Africa,White,Hybrid,Manual,2.7,14750,67537,9445,High
i3,2023,Europe,Red,Electric,Manual,2.1,103290,31936,4368,Low
X1,2021,Middle East,Black,Electric,Manual,2.3,68239,118267,7134,High
M5,2020,Africa,Silver,Petrol,Automatic,1.8,117456,62836,9935,High
M3,2018,Middle East,Red,Petrol,Automatic,3.1,37930,44836,8023,High
i3,2015,Middle East,Black,Petrol,Manual,2.4,92132,55532,8851,High
X6,2017,North America,Black,Petrol,Manual,2.7,180588,66042,2140,Low
i8,2018,Europe,Blue,Petrol,Manual,4.2,136372,39783,6487,Low
M3,2018,North America,Red,Electric,Manual,2.7,139320,102342,1309,Low
X6,2021,Middle East,Grey,Petrol,Manual,4.4,43272,31857,1308,Low
X1,2014,Europe,Silver,Petrol,Automatic,3.6,138072,75890,2475,Low
i3,2022,Europe,White,Hybrid,Automatic,1.5,197262,63248,7335,High
X1,2015,Middle East,Silver,Petrol,Manual,1.7,1562,98740,3900,Low
X3,2015,North America,White,Diesel,Manual,2.9,143365,43874,7567,High
X5,2016,Africa,Grey,Petrol,Manual,2.0,52774,53192,5880,Low
i3,2016,Asia,Silver,Petrol,Manual,4.3,62207,74829,5781,Low
i3,2014,North America,White,Electric,Automatic,3.5,12060,102733,8562,High
M3,2015,North America,Blue,Electric,Automatic,2.5,100576,75127,6468,Low
M3,2024,Africa,Grey,Hybrid,Automatic,1.5,119040,93160,5976,Low
i3,2022,Asia,White,Petrol,Manual,3.1,69772,53964,4754,Low
M3,2018,Africa,Red,Electric,Manual,2.7,110099,72959,8541,High
X1,2023,Asia,Grey,Petrol,Automatic,4.0,60517,116077,5625,Low
i8,2019,South America,White,Hybrid,Manual,3.8,88929,67916,248,Low
M5,2015,Europe,Red,Electric,Automatic,2.0,79953,38868,7631,High
X1,2016,Europe,Blue,Hybrid,Automatic,4.2,25213,114313,1863,Low
M5,2017,South America,Black,Electric,Manual,4.3,191437,109482,9505,High
X3,2024,Europe,White,Diesel,Automatic,3.9,38199,79132,7121,High
i3,2022,South America,Red,Hybrid,Manual,4.0,20384,36810,1622,Low
X6,2019,Asia,Black,Petrol,Manual,1.5,85191,114426,2183,Low
X3,2023,North America,Blue,Hybrid,Manual,3.6,31481,33190,5829,Low
X3,2017,Asia,Grey,Petrol,Automatic,1.5,35193,81008,5874,Low
X1,2017,Asia,Grey,Diesel,Manual,2.4,123400,56890,4809,Low
X6,2022,Asia,Silver,Electric,Automatic,2.9,183136,57575,5406,Low
i3,2024,Africa,Silver,Hybrid,Manual,4.5,65273,53900,150,Low
M5,2015,Middle East,Silver,Diesel,Manual,4.7,18961,92133,7911,High
i8,2018,Europe,Grey,Electric,Manual,4.2,166674,71494,7127,High
X1,2023,South America,Blue,Petrol,Manual,2.3,145856,80098,5055,Low
i8,2014,Africa,Silver,Hybrid,Automatic,2.6,5328,63358,4704,Low
X5,2018,Africa,Red,Electric,Manual,1.9,195204,48241,6773,Low
X3,2017,North America,Grey,Hybrid,Manual,1.9,181339,82505,5723,Low
X6,2015,Europe,Silver,Diesel,Automatic,3.6,55385,56487,5838,Low
X3,2019,South America,White,Hybrid,Automatic,4.7,111687,88518,5804,Low
X1,2015,Europe,Blue,Hybrid,Manual,3.7,164194,110436,2304,Low
M3,2014,Africa,Red,Electric,Manual,4.0,111120,118687,8336,High
X3,2021,North America,Red,Electric,Manual,1.6,43570,39826,9630,High
X6,2020,Europe,White,Diesel,Manual,2.9,49054,61210,3349,Low
X1,2020,Africa,Silver,Diesel,Manual,2.6,117318,89863,7452,High
X3,2016,South America,Silver,Hybrid,Automatic,4.7,154228,75857,9515,High
i3,2016,Europe,Black,Electric,Manual,2.0,4170,85366,7152,High
X1,2021,South America,Grey,Petrol,Manual,4.9,173741,81257,6294,Low
i8,2014,Africa,Red,Petrol,Manual,2.9,167226,95947,5120,Low
X5,2024,Asia,Blue,Petrol,Automatic,3.8,49474,85185,5034,Low
X1,2022,South America,Grey,Hybrid,Manual,4.9,105043,34689,1081,Low
X1,2020,Asia,Blue,Hybrid,Manual,3.4,72042,116669,5300,Low
X1,2019,Africa,Blue,Petrol,Manual,3.1,23214,63810,7252,High
i8,2021,Europe,Grey,Petrol,Manual,4.7,17065,104589,2896,Low
X1,2024,Middle East,Black,Hybrid,Automatic,3.2,14060,98774,9199,High
X1,2015,Middle East,Blue,Electric,Automatic,4.5,122142,33085,1911,Low
X5,2015,Middle East,Black,Hybrid,Automatic,3.8,183383,119045,7756,High
X3,2016,Asia,Red,Electric,Manual,3.8,40894,50426,5697,Low
X6,2020,Africa,White,Electric,Automatic,2.5,164124,70309,1853,Low
X5,2021,North America,Silver,Diesel,Manual,4.5,106792,118427,3048,Low
X3,2017,Africa,Silver,Hybrid,Manual,3.6,2901,45670,7827,High
X5,2014,Middle East,Grey,Diesel,Manual,2.1,77674,70248,5715,Low
X1,2016,Asia,Black,Electric,Automatic,2.9,117891,97597,164,Low
M5,2023,Africa,Grey,Hybrid,Manual,4.5,172787,73285,6016,Low
i3,2023,Middle East,Blue,Electric,Automatic,1.6,168668,34329,4696,Low
M3,2015,Africa,Silver,Petrol,Manual,3.5,96700,95663,400,Low
X5,2019,Europe,White,Petrol,Manual,2.6,96708,113191,8675,High
X6,2018,Middle East,Grey,Electric,Manual,1.9,28179,36788,3876,Low
i8,2020,South America,Grey,Diesel,Manual,1.7,72822,105149,661,Low
M3,2024,Middle East,Grey,Hybrid,Automatic,2.3,54315,99585,8320,High
X3,2021,South America,White,Electric,Manual,3.5,162321,104799,6898,Low
X1,2014,Asia,Blue,Petrol,Automatic,1.8,11856,100905,9684,High
i3,2016,Middle East,Grey,Diesel,Manual,2.3,165628,108947,1145,Low
X3,2023,Africa,Red,Electric,Automatic,2.1,145221,90850,6251,Low
i3,2021,Asia,Red,Diesel,Automatic,4.2,112376,111335,4592,Low
X1,2020,Asia,Blue,Petrol,Manual,4.2,162485,82688,2874,Low
X5,2016,Africa,Silver,Diesel,Automatic,4.9,15341,67941,1417,Low
X1,2018,Asia,White,Petrol,Automatic,4.6,5385,110000,7521,High
M5,2014,Europe,Black,Diesel,Manual,3.2,98651,31974,3595,Low
i3,2019,Europe,Black,Petrol,Manual,3.0,199268,57236,9294,High
M3,2020,South America,Red,Petrol,Manual,4.7,140076,67606,1398,Low
